3142
101396501;11.59651;48.15007;2;
102684139;11.59277;48.14336;1;
102684146;11.59046;48.14393;1;
102684614;11.59233;48.14511;1;
102690233;11.59532;48.14855;2;
102840872;11.59979;48.15963;2;
102843123;11.58881;48.15671;2;
102854151;11.59537;48.15076;2;
102854155;11.59526;48.15068;2;
102866558;11.60001;48.15378;2;
102866563;11.59985;48.15397;1;
106226429;11.59717;48.15251;1;
106226434;11.59772;48.15229;1;
106226443;11.59754;48.15236;1;
106226453;11.59751;48.15229;1;
106226460;11.59771;48.15221;1;
106237762;11.59749;48.14964;2;
106237768;11.59748;48.14966;2;
11309019;11.54073;48.16372;1;
11310367;11.56389;48.14591;2;
11310368;11.56277;48.14418;4;
11584239;11.55816;48.17568;2;
115917151;11.59567;48.15201;2;
11594659;11.55645;48.14259;0;
11594660;11.55954;48.14286;1;
11594661;11.55901;48.14205;2;
115958871;11.59460;48.14885;2;
115958874;11.59440;48.14850;1;
115976163;11.59516;48.14909;1;
115976167;11.59555;48.14931;1;
115976169;11.59608;48.14969;1;
115976171;11.59661;48.15004;2;
118185197;11.59417;48.15157;2;
11840630;11.53749;48.15798;1;
123995240;11.58771;48.15327;2;
124303758;11.58659;48.13492;2;
125070955;11.58292;48.13389;2;
126222153;11.60069;48.15369;1;
130074540;11.55320;48.13613;1;
130348221;11.56890;48.14895;2;
130353863;11.56927;48.14953;2;
130359281;11.56810;48.14774;2;
130401448;11.56848;48.14831;2;
13883759;11.58119;48.16638;4;
13883760;11.58388;48.16569;3;
13883761;11.58332;48.16475;3;
13883762;11.58374;48.16425;2;
13883763;11.58421;48.16432;1;
13883942;11.55454;48.14658;3;
13883943;11.55808;48.14554;2;
13883946;11.56001;48.15765;3;
13883947;11.56224;48.15717;2;
13888123;11.56291;48.14902;2;
15752367;11.54438;48.16975;2;
15752369;11.54509;48.16983;3;
15752372;11.54598;48.16997;2;
15752376;11.54656;48.17011;2;
15752377;11.54711;48.17024;2;
15752379;11.54751;48.17025;2;
15752380;11.54784;48.17032;2;
15752382;11.54822;48.17052;3;
15752512;11.55027;48.16861;2;
15752514;11.54997;48.16895;2;
15752516;11.54962;48.16941;2;
15752518;11.54937;48.16988;2;
15752520;11.54920;48.17022;2;
15752523;11.54891;48.17062;2;
15752715;11.54801;48.17114;1;
15752717;11.54835;48.17090;2;
15752719;11.54866;48.17069;2;
15863378;11.58254;48.12692;2;
158710133;11.54424;48.17097;2;
158710134;11.54472;48.17122;2;
158710135;11.54519;48.17147;2;
158710214;11.54294;48.17075;2;
158710215;11.54326;48.17068;2;
158710216;11.54360;48.17068;2;
158710249;11.54323;48.17068;2;
158712158;11.54930;48.16999;2;
158712202;11.54954;48.16956;2;
158713111;11.55430;48.16781;2;
158723689;11.55267;48.16323;2;
158724870;11.55079;48.16620;2;
158724922;11.55161;48.16481;2;
158728541;11.54435;48.17397;2;
158736794;11.55027;48.16796;2;
158739461;11.56093;48.17029;2;
16259158;11.54816;48.17591;2;
16259177;11.54729;48.17556;2;
16259179;11.53789;48.16244;1;
16259202;11.54459;48.17431;2;
16259208;11.54428;48.17382;2;
16259215;11.54204;48.17224;2;
16259217;11.54592;48.17488;2;
16259225;11.55340;48.16836;2;
16259227;11.54269;48.17080;2;
16259231;11.54566;48.17152;2;
16259241;11.54865;48.17001;2;
16259246;11.54150;48.17071;2;
16259250;11.54719;48.17113;2;
16259253;11.54780;48.17085;2;
16259265;11.54259;48.17375;2;
16259269;11.54301;48.17417;2;
16259284;11.55111;48.16821;2;
16259300;11.54562;48.17480;2;
16259312;11.55090;48.17588;2;
16259316;11.55286;48.16839;2;
16259319;11.54451;48.17233;2;
16259321;11.54215;48.17163;2;
16259330;11.55458;48.16757;1;
16259352;11.55317;48.16506;2;
16259362;11.55050;48.16820;2;
16259366;11.54980;48.16841;2;
16259369;11.54495;48.17188;3;
16259378;11.54763;48.17575;2;
16259380;11.54383;48.16724;2;
16259384;11.54699;48.17533;2;
16259391;11.54488;48.17453;2;
16259394;11.55210;48.16831;2;
16259397;11.54418;48.17312;2;
16259417;11.54931;48.16891;2;
16259427;11.54214;48.17280;2;
16259430;11.53998;48.16646;2;
16259438;11.54845;48.17027;3;
16259444;11.54233;48.17337;2;
16259494;11.54646;48.17501;2;
16259521;11.54864;48.17595;2;
16259530;11.54634;48.17135;2;
16259534;11.55383;48.16818;2;
16259541;11.54468;48.16983;2;
16259542;11.54210;48.16910;2;
16527601;11.56148;48.16000;2;
16527603;11.55679;48.16132;1;
16527604;11.55311;48.16122;2;
16527605;11.55590;48.15885;4;
16527606;11.55772;48.15982;3;
16527607;11.55852;48.16028;2;
16527608;11.55893;48.16085;1;
16527609;11.55987;48.16053;0;
16527610;11.55952;48.15999;1;
16527613;11.55838;48.15937;1;
16527614;11.55969;48.16023;1;
16527615;11.55813;48.16007;2;
16527617;11.55659;48.16088;2;
16527618;11.55678;48.16098;3;
16527619;11.55679;48.16116;2;
16527625;11.55264;48.15230;2;
16527626;11.55198;48.15175;1;
16527627;11.55068;48.15250;2;
16527628;11.54890;48.15106;3;
16527629;11.56218;48.16629;4;
16527630;11.56474;48.16634;0;
16527631;11.56271;48.16463;4;
16527632;11.56228;48.16214;3;
16527633;11.56372;48.16192;1;
16527634;11.56272;48.16364;3;
16527635;11.56423;48.16350;2;
16527636;11.55894;48.16864;1;
16527637;11.55974;48.16631;2;
16527638;11.55833;48.16609;2;
16527640;11.55854;48.16552;2;
16527642;11.56024;48.16500;2;
16527643;11.55992;48.16578;2;
16527646;11.55962;48.16682;2;
16527648;11.55942;48.16733;2;
16527653;11.55926;48.16782;2;
16527656;11.55461;48.16505;2;
16527660;11.55558;48.16506;2;
16527661;11.55491;48.16710;2;
16527665;11.55627;48.16732;2;
16527667;11.55666;48.16639;2;
16527673;11.55969;48.16861;1;
16527676;11.56088;48.16467;3;
16527677;11.56047;48.16466;2;
16527680;11.56049;48.16601;2;
16527685;11.55029;48.16787;2;
16527688;11.55042;48.16722;2;
16527691;11.55072;48.16672;2;
16527692;11.55078;48.16631;2;
16527694;11.55083;48.16587;2;
16527696;11.55101;48.16554;2;
16527699;11.55137;48.16525;2;
16527701;11.55156;48.16495;2;
16527709;11.55167;48.16463;2;
16527711;11.55182;48.16433;2;
16527712;11.55206;48.16393;2;
16527714;11.55195;48.16415;2;
16527715;11.55215;48.16370;2;
16527718;11.55239;48.16345;2;
16527735;11.55288;48.16505;1;
16527736;11.56096;48.17005;3;
16527737;11.56365;48.17003;2;
16527738;11.56375;48.16913;1;
16527739;11.56063;48.17161;1;
17207055;11.54554;48.13580;4;
173668720;11.56667;48.15543;1;
173668742;11.56708;48.15523;2;
173668752;11.56698;48.15579;1;
