5798
101396501;11.59651;48.15007;2;
101518491;11.59833;48.15621;2;
101518493;11.59881;48.15679;2;
101518495;11.59894;48.15749;2;
101518496;11.59911;48.15815;2;
101518500;11.59922;48.15869;2;
101518512;11.59899;48.15931;2;
101518517;11.59901;48.15990;2;
102684139;11.59277;48.14336;2;
102684146;11.59046;48.14393;1;
102684614;11.59233;48.14511;1;
102690233;11.59532;48.14855;2;
102820365;11.59549;48.15352;2;
102837885;11.60181;48.15815;0;
102840872;11.59979;48.15963;2;
102843123;11.58881;48.15671;2;
102854151;11.59537;48.15076;2;
102854155;11.59526;48.15068;2;
102866558;11.60001;48.15378;2;
102866563;11.59985;48.15397;1;
102866566;11.60057;48.15465;2;
106226429;11.59717;48.15251;1;
106226434;11.59772;48.15229;1;
106226443;11.59754;48.15236;1;
106226453;11.59751;48.15229;1;
106226460;11.59771;48.15221;1;
106237762;11.59749;48.14964;2;
106237768;11.59748;48.14966;2;
112411642;11.59093;48.14846;2;
112411645;11.59137;48.14904;2;
112411649;11.59180;48.14981;2;
112411650;11.59189;48.15011;2;
112411654;11.59195;48.15044;2;
112411656;11.59196;48.15060;3;
112411661;11.59170;48.15043;3;
112411664;11.59163;48.15021;2;
112411667;11.59153;48.15000;2;
112411670;11.59146;48.14987;3;
112411673;11.59105;48.14967;2;
112411674;11.59082;48.14960;2;
112411678;11.59066;48.14963;2;
112411682;11.59029;48.14969;1;
112411694;11.59056;48.14825;3;
112411699;11.59385;48.15174;2;
112411701;11.59338;48.15180;2;
112412415;11.59348;48.15265;2;
11309018;11.53860;48.16508;1;
11309019;11.54073;48.16372;2;
11309020;11.53930;48.16453;1;
11310367;11.56389;48.14591;3;
11310368;11.56277;48.14418;4;
11583491;11.59589;48.14136;1;
11583492;11.59691;48.14106;1;
11583646;11.59570;48.14160;2;
11584239;11.55816;48.17568;2;
115917138;11.59457;48.15165;2;
115917151;11.59567;48.15201;2;
11594659;11.55645;48.14259;1;
11594660;11.55954;48.14286;3;
11594661;11.55901;48.14205;2;
115958871;11.59460;48.14885;2;
115958874;11.59440;48.14850;1;
115976163;11.59516;48.14909;1;
115976167;11.59555;48.14931;1;
115976169;11.59608;48.14969;1;
115976171;11.59661;48.15004;2;
118185197;11.59417;48.15157;3;
118237826;11.59155;48.15058;3;
