20516
540161252,11.56088,48.13999;
540162241,11.54176,48.19538;
540162243,11.54127,48.19352;
540162246,11.54158,48.19537;
540162247,11.54136,48.19538;
540162248,11.54150,48.19627;
540162253,11.54071,48.19219;
540163181,11.63033,48.09994;
540163183,11.63029,48.09981;
540163269,11.57773,48.14302;
540163376,11.69547,48.14055;
540163406,11.66793,48.12471;
540163417,11.69113,48.11791;
540163425,11.69274,48.11862;
540163428,11.69295,48.11878;
540163432,11.69275,48.11879;
540163969,11.69547,48.14043;
540165463,11.54002,48.21659;
540165540,11.58127,48.15051;
540165613,11.49205,48.18412;
540165614,11.49208,48.18257;
540165615,11.49424,48.18257;
540165617,11.58715,48.19084;
540165753,11.63909,48.12510;
540165754,11.63905,48.12433;
540165756,11.64290,48.12267;
540165757,11.63802,48.12336;
540165758,11.64148,48.12302;
540165761,11.64159,48.12288;
540165764,11.64180,48.12295;
540165770,11.64025,48.12323;
540165773,11.64041,48.12311;
540165776,11.64058,48.12319;
540165782,11.63900,48.12347;
540165785,11.63891,48.12334;
540165791,11.63935,48.12330;
540166405,11.56197,48.17638;
540166407,11.58148,48.18262;
540167146,11.57645,48.15107;
540167147,11.57633,48.15091;
540167148,11.51809,48.18738;
540167149,11.51856,48.18779;
540167239,11.46929,48.11362;
540167329,11.47519,48.11322;
540167330,11.47523,48.11311;
540168293,11.61410,48.15209;
540168294,11.61349,48.15251;
540168295,11.61247,48.15197;
540168300,11.60770,48.15066;
540168304,11.60932,48.15101;
540168308,11.60816,48.15089;
540168309,11.60876,48.15093;
540168310,11.60861,48.15092;
540168319,11.60370,48.14927;
540169744,11.59536,48.10924;
540169747,11.58200,48.10359;
540169749,11.50848,48.13107;
540169751,11.50837,48.12453;
540169752,11.51304,48.12777;
540169755,11.55716,48.18645;
540170837,11.64959,48.10195;
540170838,11.64974,48.10190;
540171649,11.52398,48.10092;
540171650,11.52410,48.10092;
540171670,11.49541,48.13652;
540171671,11.49561,48.13650;
540171673,11.52610,48.13180;
540171674,11.52624,48.13188;
540171855,11.47589,48.10858;
540171857,11.47580,48.10853;
540172214,11.54457,48.10768;
540172216,11.54292,48.10768;
540172288,11.53890,48.14711;
540172292,11.53871,48.14741;
540172298,11.53865,48.14704;
540172301,11.52612,48.13304;
540172302,11.52965,48.13101;
540173093,11.60884,48.20258;
540173146,11.60884,48.20315;
540173147,11.60894,48.20370;
540173148,11.60895,48.20422;
540173227,11.50523,48.18665;
540173483,11.62890,48.15902;
540173484,11.62249,48.15381;
540173485,11.62249,48.15366;
540173540,11.56668,48.10096;
540173618,11.57462,48.09510;
540173619,11.57553,48.09553;
540173620,11.56610,48.09538;
540173621,11.56639,48.09538;
540173637,11.71531,48.13663;
540173644,11.71482,48.13502;
540173648,11.71136,48.13659;
540173656,11.70966,48.13342;
540173657,11.70966,48.13383;
540173659,11.70722,48.13824;
540173663,11.70587,48.13568;
540173667,11.70682,48.13737;
540173670,11.70734,48.13339;
540173671,11.70734,48.13383;
540173674,11.70492,48.13357;
540173680,11.70451,48.13329;
540173684,11.70489,48.13321;
540173686,11.70310,48.13354;
540173688,11.70309,48.13389;
540173689,11.70157,48.13352;
540173691,11.70156,48.13386;
540173692,11.69994,48.13345;
540173694,11.69992,48.13382;
540173695,11.69702,48.13346;
540173696,11.69700,48.13389;
540173697,11.69856,48.13348;
540173698,11.69855,48.13388;
540173699,11.69556,48.13345;
540173700,11.69555,48.13388;
540173701,11.69409,48.13344;
540173710,11.69408,48.13385;
540173711,11.69420,48.12848;
540173720,11.70719,48.13813;
540173737,11.69711,48.14037;
540173738,11.69706,48.14027;
540173740,11.69864,48.14007;
540173741,11.69859,48.13997;
540173742,11.70025,48.13976;
540173743,11.70020,48.13966;
540173744,11.70171,48.13947;
540173745,11.70164,48.13936;
540173746,11.70314,48.13913;
540173747,11.70307,48.13902;
540173748,11.70486,48.13866;
540173749,11.70479,48.13856;
540173750,11.70605,48.13841;
540173751,11.70600,48.13830;
540173752,11.70870,48.13814;
540173753,11.70980,48.13814;
540173754,11.70980,48.13804;
540173755,11.70869,48.13803;
540173756,11.70869,48.13783;
540173757,11.70980,48.13783;
540173758,11.70643,48.13747;
540173759,11.70612,48.13619;
540173760,11.70568,48.13626;
