64
540165540;11.58124;48.15049;2;
U200000000N10-1;59520663;59520905;610.21617;0.00133;
U200000000N11-0;59520814;59521043;694.78707;0.00133;
U100000000N10-0;59520905;59520663;969.56307;0.00133;
U120000000N9-1;59520905;59521294;991.35850;0.00133;
U200000000N10-0;59520905;59520663;610.21617;0.00133;
U200000000N11-1;59521043;59520814;694.78707;0.00133;
U200000000N12-0;59521043;59522016;559.13534;0.00133;
U120000000N8-1;59521294;59519142;853.10053;0.00133;
U120000000N9-0;59521294;59520905;991.35850;0.00133;
U360000000N11-0;59521511;59519142;905.71574;0.00133;
U360000000N9-1;59521511;59521579;586.43238;0.00133;
U360000000N7-1;59521579;540165540;914.58375;0.00133;
U360000000N8-0;59521579;817093120;567.88371;0.00133;
U360000000N9-0;59521579;59521511;586.43238;0.00133;
U450000000N6-1;59521579;59521966;896.07660;0.00133;
U450000000N7-0;59521579;59519381;891.83180;0.00133;
U450000000N5-1;59521966;59522463;823.42629;0.00133;
U450000000N6-0;59521966;59521579;896.07660;0.00133;
U200000000N12-1;59522016;59521043;559.13534;0.00133;
U200000000N13-0;59522016;59522320;1395.48566;0.00133;
U200000000N13-1;59522320;59522016;1395.48566;0.00133;
U200000000N14-0;59522320;729211573;848.21356;0.00133;
U400000000N4-1;59522463;59522730;867.34008;0.00133;
U450000000N5-0;59522463;59521966;823.42629;0.00133;
U500000000N4-1;59522463;59522594;985.35824;0.00133;
U500000000N3-0;59522594;729211573;1691.51789;0.00133;
U500000000N4-0;59522594;59522463;985.35824;0.00133;
U400000000N3-1;59522730;59529822;730.53888;0.00133;
U400000000N4-0;59522730;59522463;867.34008;0.00133;
U100000000N4-1;59523129;655810285;1005.55768;0.00133;
U100000000N5-0;59523129;59523680;1026.56608;0.00133;
U100000000N5-1;59523680;59523129;1026.56608;0.00133;
U10000000N6-0;59523680;59519243;943.43792;0.00133;
U200000000N4-1;59523770;59523807;510.10574;0.00133;
U200000000N5-0;59523770;59519332;706.28855;0.00133;
U200000000N3-1;59523807;59523916;656.10177;0.00133;
U200000000N4-0;59523807;59523770;510.10574;0.00133;
U200000000N2-1;59523916;674407202;1208.10932;0.00133;
U200000000N3-0;59523916;59523807;656.10177;0.00133;
U300000000N1-1;59524276;674428466;1028.29650;0.00133;
U300000000N2-0;59524276;674407202;792.21514;0.00133;
U300000000N3-1;59525530;674407202;764.35350;0.00133;
U300000000N4-0;59525530;59525660;927.76635;0.00133;
U300000000N4-1;59525660;59525530;927.76635;0.00133;
U360000000N5-0;59525660;817271232;611.66359;0.00133;
U600000000N4-1;59525660;59526235;689.97049;0.00133;
U200000000N1-0;59525843;674407202;1073.17465;0.00133;
U600000000N3-1;59526235;813389942;805.88620;0.00133;
U600000000N4-0;59526235;59525660;689.97049;0.00133;
U400000000N2-1;59529822;59533211;643.98055;0.00133;
U400000000N3-0;59529822;59522730;730.53888;0.00133;
U400000000N1-1;59533211;568143830;661.06906;0.00133;
U400000000N2-0;59533211;59529822;643.98055;0.00133;
U600000000N2-0;644774487;813389942;709.41130;0.00133;
U450000000N10-1;655769154;749091723;896.26923;0.00133;
U450000000N11-0;655769154;59518007;624.52711;0.00133;
U100000000N3-1;655810285;59509174;1163.38159;0.00133;
U100000000N4-0;655810285;59523129;1005.55768;0.00133;
U200000000N1-1;674407202;59525843;1073.17465;0.00133;
U200000000N2-0;674407202;59523916;1208.10932;0.00133;
U300000000N2-1;674407202;59524276;792.21514;0.00133;
U300000000N3-0;674407202;59525530;764.35350;0.00133;
U300000000N1-0;674428466;59524276;1028.29650;0.00133;
U200000000N14-1;729211573;59522320;848.21356;0.00133;
U200000000N15-0;729211573;548342427;1459.33465;0.00133;
U500000000N2-1;729211573;568143762;976.27825;0.00133;
U500000000N3-1;729211573;59522594;1691.51789;0.00133;
U450000000N10-0;749091723;655769154;896.26923;0.00133;
U450000000N9-1;749091723;59519213;792.06735;0.00133;
U300000000N18-1;807662157;59516601;820.32358;0.00133;
U300000000N19-0;807662157;59503373;769.73818;0.00133;
U600000000N2-1;813389942;644774487;709.41130;0.00133;
U600000000N3-0;813389942;59526235;805.88620;0.00133;
U360000000N10-0;817093120;59519142;873.75055;0.00133;
U360000000N8-1;817093120;59521579;567.88371;0.00133;
U360000000N5-1;817271232;59525660;611.66359;0.00133;
U360000000N6-0;817271232;540165540;710.92826;0.00133;
